,year,country_name,DM_age_marr_mean,DM_age_mean,ED_educ_years_mean,FP_desired_mean,HD_children_mean,HD_size_defacto_mean,HD_size_dejure_mean,HD_women_children_mean,HD_women_size_mean,HH_time_water_mean,HH_women_time_water_mean,RH_age_first_birth_mean,RH_age_first_sex_mean,RH_children_born_mean,RH_children_living_mean,WL_wealth_mean,FP_desired_daugh_mean,FP_desired_sons_mean,DM_age_diff_mean,HL_number_cigarettes_mean
275,2003,Benin,17.248,29.244,1.118,6.106,1.344,5.962,6.16,1.892,8.314,18.46,18.074,19.108,16.636,3.876,3.068,17.47,2.614,2.838,9.058,NA
276,2003,Bolivia,20.07,28.98,7.03,2.3,0.77,4.29,4.38,1,5.52,20.75,20.54,20.69,18.23,2.74,2.38,41.58,1,1.07,2.95,NA
277,2003,Burkina Faso,17.19,30.69,0.97,5.54,1.25,6.61,6.68,1.94,9.42,14.82,14.97,18.78,16.69,4.23,3.35,16.44,1.98,2.22,10.96,NA
278,2003,Cambodia,19.346,29.742,3.074,3.538,0.74,4.768,5.0,0.794,5.694,NA,NA,21.36,19.536,2.634,2.298,32.138,1.804,1.64,3.168,18.912
279,2003,Colombia,19.572,29.712,8.374,2.574,0.612,4.646,4.688,0.758,5.82,21.632,21.526,21.23,19.01,1.88,1.796,55.462,1.152,0.924,4.7,NA
280,2003,Cote d'Ivoire,18.89,28.445,2.68,5.525,1.215,6.165,6.175,2.1,10.25,30.465,32.24,18.345,15.455,3.29,2.79,31.97,NA,NA,NA,NA
281,2003,Egypt,20.88,21.55,5.3,1.59,0.45,4.18,4.11,0.43,3.17,14.51,9.71,20.15,NA,1.68,1.58,82.4,0.47,0.48,4.44,NA
282,2003,Ethiopia,15.436,28.204,1.834,4.98,0.866,4.424,4.574,1.044,5.556,50.76,50.252,18.768,15.206,3.058,2.474,13.368,2.114,2.562,9.914,NA
283,2003,Gabon,19.56,27.5425,8.0575,4.5525,0.725,4.5775,4.6425,1.1975,7.76,17.77,20.265,19.02,16.2925,2.175,1.955,59.1425,2.1325,2.0425,7.3075,NA
284,2003,Ghana,18.97,28.85,6.24,4.24,0.68,3.57,3.7,0.93,5.18,24.16,24.59,19.46,17.24,2.6,2.26,30.28,1.65,1.79,7.21,0
285,2003,Guatemala,19.4375,28.985,6.7425,2.945,0.7025,4.76,4.81,0.825,5.65,18.9825,19.895,20.7225,18.9875,2.22,2.0725,57.0975,1.215,1.2275,3.06,NA
286,2003,Haiti,19.92,27.715,6.11,2.755,0.655,4.43,4.45,0.81,5.73,23.545,20.58,21.915,18.37,1.805,1.54,40.185,1.3,1.13,5.735,16.07
287,2003,India,15.71857143,28.21428571,3.584285714,2.077142857,0.477142857,4.227142857,4.262857143,0.528571429,4.95,17.35571429,16.43714286,18.04857143,NA,2.14,1.892857143,37.55571429,0.712857143,0.84,6.095714286,NA
288,2003,Indonesia,20.09,22.34,5.77,1.68,0.53,4.67,4.64,0.48,3.62,6.28,2.83,19.36,18.01,1.52,1.42,62.94,0.72,0.71,3.02,6.21
289,2003,Jordan,20.422,19.256,5.91,2.26,0.826,5.382,5.362,0.654,3.64,39.375,28.155,18.22,NA,2.192,2.118,83.648,0.916,1.092,3.464,NA
290,2003,Kenya,20.36,27.36,9.86,3.21,0.46,3.3,3.31,0.67,4.61,10.16,9.34,21,18.59,1.54,1.4,55.74,0.91,1.03,6.02,17.77
291,2003,Madagascar,19.78428571,29.31285714,6.217142857,4.557142857,0.771428571,4.458571429,4.484285714,0.898571429,5.42,13.01,12.98,21.27714286,18.70428571,2.5,2.248571429,25.95428571,2.292857143,2.374285714,4.478571429,NA
292,2003,Malawi,17.2875,27.51,6.3525,4.325,0.985,4.755,4.825,1.25,6.1125,30.3625,30.68,18.775,17.0125,2.9825,2.545,16.4125,1.985,1.9325,7.1825,19.307
293,2003,Mali,15.418,28.586,0.686,5.768,1.258,5.232,5.432,1.734,7.236,14.03,13.866,18.454,15.134,3.942,2.958,21.838,2.186,2.656,13.84,NA
294,2003,Morocco,19.1,29.31,2.9,3.1,0.69,5.34,5.42,0.81,6.86,NA,NA,21.33,NA,1.99,1.78,63.12,1.22,1.25,7.66,NA
295,2003,Mozambique,16.75,29.33,1.66,6.57,0.96,4.1,4.41,1.29,5.24,24.52,25.81,19.38,15.61,3.78,2.87,18.66,2.76,2.53,6.09,4.55
296,2003,Namibia,20.65,27.465,7.645,3.81,0.7,4.125,4.255,1.015,5.55,19.685,19.66,19.85,17.14,2.045,1.9,14.615,1.83,1.815,7,NA
297,2003,Nepal,17.282,26.152,2.232,2.158,0.814,4.958,5.064,0.838,5.396,15.21,13.196,19.662,17.01,2.406,2.118,24.534,0.788,1.116,4.07,6.57
298,2003,Niger,15.19125,28.2575,0.705,8.705,1.37125,5.62625,5.72875,1.82125,7.4175,48.62125,47.55625,18.28875,15.14285714,3.79125,2.80125,8.39875,2.09,2.68375,12.02625,NA
299,2003,Nigeria,17.28,27.68,5.01,6.19,0.98,5.25,5.41,1.47,8.11,37.87,42.93,19.03,16.68,2.98,2.4,36.66,2.35,2.57,11.31,40.31
300,2003,Pakistan,18.758,21.764,1.854,2.544,1.052,6.714,6.758,0.922,5.49,30.924,23.346,19.432,NA,2.588,2.278,49.306,NA,NA,NA,NA
301,2003,Peru,18.695,29.9225,7.1175,2.5925,0.57,4.0625,4.145,0.765,5.4425,13.56,13.8025,19.935,17.49,2.6275,2.4075,33.88,0.8725,0.8725,4.95,NA
302,2003,Philippines,21.41,29.98,9.89,3.08,0.63,4.43,4.69,0.83,6.01,6.89,8.11,22.59,21.77,2.1,2.01,59.8,1.51,1.48,2.74,8.64
303,2003,Senegal,19.22,28.0875,4.28,4.6975,1.3125,7.815,7.8475,2.0175,12.2025,20.4675,20.9675,20.7775,19.08,2.285,2.0475,53.5575,NA,NA,NA,NA
304,2003,South Africa,23.03055556,30.59944444,9.777777778,2.399444444,0.399444444,3.892777778,3.918888889,0.663333333,5.274444444,12.065,9.506666667,21.23722222,18.78166667,1.595,1.542222222,78.31611111,NA,NA,3.151666667,NA
305,2003,Tanzania,17.792,28.142,4.552,4.75,0.852,4.248,4.458,1.06,5.44,66.256,71.708,18.816,15.44,3.066,2.516,12.05,1.72875,1.77875,7.8725,NA
306,2003,Togo,20.11,27.83666667,5.306666667,3.463333333,0.616666667,4.43,4.47,0.813333333,6.42,NA,NA,21.13666667,17.89333333,1.73,1.54,51.93,1.38,1.34,6.796666667,NA
307,2003,Turkey,19.79,25.48,4.68,1.69,0.33,3.51,3.53,0.37,3.3,36.3,20.9,19.87,NA,1.63,1.52,79.41,0.59,0.59,3.13,7.87
308,2003,Uganda,17.7,27.09,6.495,4.43,0.91,4.35,4.415,1.215,6.18,43.28,43.435,18.285,16.105,3.085,2.625,20.36,1.99,1.86,6.775,2.095
309,2003,Zambia,17.408,27.714,6.202,4.48,1.178,5.414,5.652,1.546,7.436,18.352,18.016,18.366,16.37,3.228,2.684,18.454,2.018,1.892,7.362,3.252
310,2003,Zimbabwe,18.41333333,28.31666667,7.4,4.363333333,0.756666667,4.266666667,4.376666667,1.026666667,5.646666667,30.46666667,32.10666667,19.68666667,17.89333333,2.556666667,2.296666667,26.45666667,1.96,2.01,8.463333333,NA
311,2004,Armenia,20.222,30.798,8.93,2.74,0.422,4.378,4.5,0.462,5.108,23.202,20.324,21.38,20.29,1.87,1.758,62.834,1.282,1.432,4.648,NA
312,2004,Bangladesh,14.94,25.59,3.51,2.02,0.74,5.16,5.19,0.68,5.35,15.18941176,12.99882353,17.54,NA,2.7,2.31,29.97,0.72,0.91,8.07,NA
313,2004,Benin,17.242,29.316,1.192,6.014,1.366,6.078,6.27,1.928,8.456,18.83,18.786,19.092,16.624,3.854,3.052,18.16,2.546,2.772,9.472,NA
314,2004,Bolivia,20.114,29.032,7.186,2.314,0.728,4.192,4.284,0.96,5.424,21.034,20.86,20.718,18.296,2.706,2.37,43.73,0.996,1.074,3.002,NA
315,2004,Burkina Faso,17.19285714,30.56571429,0.985714286,5.538571429,1.248571429,6.465714286,6.534285714,1.92,9.185714286,15.59428571,15.47714286,18.83428571,16.75285714,4.172857143,3.33,16.90142857,2.007142857,2.26,10.71142857,NA
316,2004,Cambodia,19.468,29.836,3.222,3.504,0.72,4.644,4.92,0.772,5.632,NA,NA,21.33,19.688,2.602,2.264,33.524,1.792,1.6,3.044,21.766
317,2004,Cameroon,19.53,27.39,8,4.42,0.64,4.36,4.35,0.95,6.62,22.48,23.39,20.21,16.85,1.99,1.8,40.11,1.63,1.52,8.09,12.52
318,2004,Colombia,19.656,29.806,8.512,2.552,0.606,4.628,4.664,0.754,5.81,21.426,21.658,21.24,18.91,1.87,1.788,56.606,1.186,0.952,4.65,NA
319,2004,Cote d'Ivoire,18.91444444,28.51555556,2.734444444,5.502222222,1.188888889,6.064444444,6.075555556,2.055555556,10.02888889,31.67777778,33.41777778,18.36333333,15.46777778,3.292222222,2.794444444,31.96111111,NA,NA,NA,NA
320,2004,Egypt,21.13,21.39,5.455,1.57,0.44,4.13,4.065,0.41,3.1,15.55,9.25,20.33,NA,1.625,1.535,82.58,0.445,0.45,4.19,NA
321,2004,Ethiopia,15.468,28.092,2.082,4.84,0.868,4.482,4.632,1.042,5.558,49.34,48.746,18.724,15.248,3.024,2.482,13.914,2.092,2.506,9.802,NA
322,2004,Gabon,19.71,27.62,8.156666667,4.533333333,0.713333333,4.496666667,4.553333333,1.176666667,7.576666667,19.31666667,22.27333333,19.10666667,16.33666667,2.146666667,1.936666667,59.57333333,2.12,2.026666667,7.306666667,NA
323,2004,Ghana,19.11,29,6.414,4.234,0.654,3.548,3.668,0.924,5.096,23.056,23.532,19.664,17.442,2.568,2.26,31.502,1.732,1.838,7.14,NA
324,2004,Guatemala,19.459375,29.02625,6.878125,2.91875,0.678125,4.72,4.7675,0.79875,5.615,18.290625,19.09125,20.745625,18.999375,2.18,2.038125,58.579375,1.16375,1.176875,3.0375,NA
325,2004,Haiti,19.82,27.68,6.27,2.756666667,0.636666667,4.416666667,4.43,0.796666667,5.686666667,23.99333333,21.19666667,21.88333333,18.34,1.77,1.52,39.17333333,1.293333333,1.123333333,5.703333333,17.96
326,2004,India,15.76571429,28.64285714,3.862857143,2.091428571,0.451428571,4.101428571,4.138571429,0.505714286,4.92,17.24714286,16.72142857,18.17571429,NA,2.09,1.858571429,38.17714286,0.718571429,0.83,6.147142857,NA
327,2004,Indonesia,20.305,22.3275,5.87,1.7025,0.53,4.61,4.59,0.4775,3.6,6.3825,3.185,19.315,18.0225,1.495,1.4025,64.5625,0.7225,0.715,2.965,6.2925
328,2004,Jordan,20.519,19.482,6.07,2.265,0.807,5.314,5.289,0.643,3.61,40.0975,28.9225,18.325,NA,2.179,2.111,84.351,0.922,1.094,3.463,NA
329,2004,Kenya,20.56,27.428,10.134,3.138,0.454,3.232,3.234,0.676,4.514,10.79,10.258,21.124,18.788,1.502,1.372,56.522,0.966,1.086,5.888,17.494
330,2004,Lesotho,18.49,28.18,7.46,2.98,0.53,3.88,3.99,0.82,6.3,30.64,32.55,20.29,18.08,1.98,1.8,22.75,1.44,1.38,5.66,2
331,2004,Madagascar,19.92,29.39,6.39,3.84,0.74,4.38,4.4,0.87,5.33,12.35,12.21,21.46,18.8,2.42,2.2,27.2,1.68,1.77,4.47,7.11
332,2004,Malawi,17.32,27.42,6.55,4.24,1.0,4.8,4.87,1.27,6.2,30.38,31.02,18.88,17.14,2.93,2.54,15.94,1.96,1.92,7.09,24.906
333,2004,Mali,15.472,28.524,0.684,5.782,1.262,5.268,5.458,1.716,7.174,13.74,13.674,18.516,15.176,3.888,2.952,20.652,2.204,2.704,14.01,NA
334,2004,Mozambique,16.8975,29.145,1.8175,6.45125,0.96,4.115,4.39875,1.29,5.23,27.755,29.2425,19.3325,15.41875,3.71,2.86625,18.43625,2.76875,2.55875,6.18,4.9925
335,2004,Namibia,20.58,27.49667,7.773333,3.723333,0.7,4.09,4.226667,1.02,5.663333,18.55,18.39667,19.87667,17.21,2.023333,1.856667,15.49333,1.796667,1.783333,6.946667,NA
336,2004,Nepal,17.298,26.968,2.618,2.222,0.786,4.912,4.986,0.842,5.664,14.57,13.314,19.818,17.21,2.364,2.092,24.406,0.812,1.134,4.27,6.58
337,2004,Niger,15.2075,28.235,0.71,8.82,1.3875,5.6975,5.7925,1.8675,7.545,51.3075,50.2175,18.4025,15.19857,3.7675,2.8275,8.4825,2.18,2.8025,12.0275,NA
338,2004,Nigeria,17.406,27.796,5.152,6.102,0.968,5.154,5.29,1.454,7.884,35.488,39.768,19.134,16.876,2.98,2.424,35.35,2.38,2.584,11.032,35.274
339,2004,Pakistan,18.792,21.656,1.902667,2.509333,1.044667,6.752667,6.772,0.908,5.463333,30.72267,23.14067,19.438,NA,2.558667,2.258667,49.924,NA,NA,NA,NA
340,2004,Peru,18.75,30.06,7.3,2.59,0.53,3.9,4.0,0.72,5.33,13.25,13.58,20.02,17.52,2.53,2.33,35.16,0.84,0.83,5.13,12.77
341,2004,Philippines,21.436,30.054,10.23,3.012,0.63,4.438,4.692,0.83,5.99,6.434,7.284,22.664,21.758,2.082,1.996,60.086,1.466,1.426,2.852,9.278
342,2004,Senegal,19.31,28.06375,4.335,4.70875,1.28125,7.7175,7.74375,1.98875,12.13125,21.37375,21.87875,20.87375,19.23,2.2225,1.99375,54.58375,NA,NA,NA,NA
343,2004,South Africa,23.15667,30.67333,9.863333,2.393333,0.3933333,3.853333,3.876667,0.65,5.203333,11.74,9.41,21.25667,18.77,1.59,1.536667,78.44333,NA,NA,3.21,NA
344,2004,Tanzania,17.84,28.13,4.63,4.68,0.88,4.26,4.48,1.09,5.42,63.51,69.74,18.98,15.32,3.04,2.56,11.99,1.69,1.72,7.71,33.05
345,2004,Togo,20.176,27.882,5.448,3.458,0.62,4.372,4.412,0.822,6.33,NA,NA,21.232,17.95,1.724,1.54,51.932,1.378,1.334,6.824,NA
346,2004,Turkey,19.968,25.336,4.682,1.678,0.324,3.5,3.528,0.36,3.24,36.69,24.216,19.88,NA,1.604,1.498,78.612,0.592,0.582,3.074,NA
347,2004,Uganda,17.76667,27.18667,6.61,4.443333,0.9,4.343333,4.39,1.2,6.15,44.22333,44.40667,18.31333,16.07667,3.08,2.62,20.87667,2.023333,1.896667,6.72,2.106667
348,2004,Zambia,17.456,27.778,6.254,4.49,1.166,5.308,5.534,1.502,7.192,19.164,18.512,18.422,16.47,3.216,2.708,18.358,1.986,1.874,7.134,4.504
349,2004,Zimbabwe,18.48167,28.45333,7.505,4.291667,0.7683333,4.303333,4.403333,1.038333,5.658333,31.54833,32.96833,19.71833,17.90167,2.518333,2.273333,27.57333,1.925,1.97,8.241667,NA
350,2005,Armenia,20.28,30.82,8.45,2.72,0.4,4.31,4.37,0.41,4.89,24.06,20.68,21.31,20.24,1.85,1.74,64.79,1.28,1.44,4.66,6.58
351,2005,Bangladesh,15,25.65,3.68,2.006667,0.71,4.986667,5.023333,0.66,5.176667,15.46235,13.16471,17.55667,NA,2.626667,2.27,26.33333,0.7166667,0.8933333,8.1,NA
352,2005,Benin,17.236,29.388,1.266,5.922,1.388,6.194,6.38,1.964,8.598,19.2,19.498,19.076,16.612,3.832,3.036,18.85,2.478,2.706,9.886,NA
353,2005,Bolivia,20.158,29.084,7.342,2.328,0.686,4.094,4.188,0.92,5.328,21.318,21.18,20.746,18.362,2.672,2.36,45.88,0.992,1.078,3.054,NA
354,2005,Burkina Faso,17.19571,30.44143,1.001429,5.537143,1.247143,6.321429,6.388571,1.9,8.951429,16.36857,15.98429,18.88857,16.81571,4.115714,3.31,17.36286,2.034286,2.3,10.46286,NA
355,2005,Cambodia,19.59,29.93,3.37,3.47,0.7,4.52,4.84,0.75,5.57,NA,NA,21.3,19.84,2.57,2.23,34.91,1.78,1.56,2.92,24.62
356,2005,Cameroon,19.61429,27.48714,8.114286,4.422857,0.65,4.35,4.337143,0.9571429,6.55,21.72857,22.53286,20.27429,16.90714,1.985714,1.794286,41.49857,1.605714,1.498571,8.052857,14.72
357,2005,Colombia,19.74,29.9,8.65,2.53,0.6,4.61,4.64,0.75,5.8,21.22,21.79,21.25,18.81,1.86,1.78,57.75,1.22,0.98,4.6,NA
358,2005,Cote d'Ivoire,18.93889,28.58611,2.788889,5.479444,1.162778,5.963889,5.976111,2.011111,9.807778,32.89056,34.59556,18.38167,15.48056,3.294444,2.798889,31.95222,NA,NA,NA,NA
359,2005,Egypt,21.38,21.23,5.61,1.55,0.43,4.08,4.02,0.39,3.03,16.59,8.79,20.51,NA,1.57,1.49,82.76,0.42,0.42,3.94,25.83
360,2005,Ethiopia,15.5,27.98,2.33,4.7,0.87,4.54,4.69,1.04,5.56,47.92,47.24,18.68,15.29,2.99,2.49,14.46,2.07,2.45,9.69,37.58
361,2005,Gabon,19.86,27.6975,8.255833,4.514167,0.7016667,4.415833,4.464167,1.155833,7.393333,20.86333,24.28167,19.19333,16.38083,2.118333,1.918333,60.00417,2.1075,2.010833,7.305833,NA
362,2005,Ghana,19.25,29.15,6.588,4.228,0.628,3.526,3.636,0.918,5.012,21.952,22.474,19.868,17.644,2.536,2.26,32.724,1.814,1.886,7.07,NA
363,2005,Guatemala,19.48125,29.0675,7.01375,2.8925,0.65375,4.68,4.725,0.7725,5.58,17.59875,18.2875,20.76875,19.01125,2.14,2.00375,60.06125,1.1125,1.12625,3.015,NA
364,2005,Guinea,16.15,29.65,1.1,5.61,1.18,6.1,6.38,1.45,7.74,18.37,18.21,19.11,15.38,3.41,2.72,15.63,2.32,2.46,14.25,6.39
365,2005,Haiti,19.72,27.645,6.43,2.758333,0.6183333,4.403333,4.41,0.7833333,5.643333,24.44167,21.81333,21.85167,18.31,1.735,1.5,38.16167,1.286667,1.116667,5.671667,19.85
366,2005,Honduras,17.92,27.99,7.02,2.84,0.58,4.4,4.47,0.79,5.58,13.36,13.71,19.49,17.87,2.16,2.06,56.76,1.03,0.98,4.74,4.2
367,2005,India,15.81286,29.07143,4.141429,2.105714,0.4257143,3.975714,4.014286,0.4828571,4.89,17.13857,17.00571,18.30286,NA,2.04,1.824286,38.79857,0.7242857,0.82,6.198571,NA
368,2005,Indonesia,20.52,22.315,5.97,1.725,0.53,4.55,4.54,0.475,3.58,6.485,3.54,19.27,18.035,1.47,1.385,66.185,0.725,0.72,2.91,6.375
369,2005,Jordan,20.616,19.708,6.23,2.27,0.788,5.246,5.216,0.632,3.58,40.82,29.69,18.43,NA,2.166,2.104,85.054,0.928,1.096,3.462,NA
370,2005,Kenya,20.76,27.496,10.408,3.066,0.448,3.164,3.158,0.682,4.418,11.42,11.176,21.248,18.986,1.464,1.344,57.304,1.022,1.142,5.756,17.218
371,2005,Lesotho,18.646,28.182,7.648,2.98,0.536,3.838,3.926,0.812,6.17,29.036,30.496,20.414,18.16,1.95,1.772,22.772,1.43,1.398,5.632,3.28
372,2005,Madagascar,19.74,29.385,6.1875,3.82,0.75,4.43,4.4725,0.875,5.38,12.09,12.09,21.3275,18.7375,2.475,2.255,26.7675,1.6575,1.7425,4.4025,11.0025
373,2005,Malawi,17.33667,27.51333,6.628333,4.216667,1.005,4.83,4.89,1.265,6.191667,30.03167,30.51,18.85167,17.045,2.956667,2.561667,15.85833,1.94,1.896667,7,30.505
374,2005,Mali,15.526,28.462,0.682,5.796,1.266,5.304,5.484,1.698,7.112,13.45,13.482,18.578,15.218,3.834,2.946,19.466,2.222,2.752,14.18,NA
375,2005,Mozambique,17.045,28.96,1.975,6.3325,0.96,4.13,4.3875,1.29,5.22,30.99,32.675,19.285,15.2275,3.64,2.8625,18.2125,2.7775,2.5875,6.27,5.435
376,2005,Namibia,20.51,27.52833,7.901667,3.636667,0.7,4.055,4.198333,1.025,5.776667,17.415,17.13333,19.90333,17.28,2.001667,1.813333,16.37167,1.763333,1.751667,6.893333,NA
377,2005,Nepal,17.314,27.784,3.004,2.286,0.758,4.866,4.908,0.846,5.932,13.93,13.432,19.974,17.41,2.322,2.066,24.278,0.836,1.152,4.47,6.59
378,2005,Niger,15.22375,28.2125,0.715,8.935,1.40375,5.76875,5.85625,1.91375,7.6725,53.99375,52.87875,18.51625,15.25429,3.74375,2.85375,8.56625,2.27,2.92125,12.02875,NA
379,2005,Nigeria,17.532,27.912,5.294,6.014,0.956,5.058,5.17,1.438,7.658,33.106,36.606,19.238,17.072,2.98,2.448,34.04,2.41,2.598,10.754,30.238
380,2005,Pakistan,18.826,21.548,1.951333,2.474667,1.037333,6.791333,6.786,0.894,5.436667,30.52133,22.93533,19.444,NA,2.529333,2.239333,50.542,NA,NA,NA,NA
381,2005,Peru,18.75,30.06,7.3,2.59,0.53,3.9,4.0,0.72,5.33,13.25,13.58,20.02,17.52,2.53,2.33,35.16,0.84,0.83,5.13,12.77
382,2005,Philippines,21.462,30.128,10.57,2.944,0.63,4.446,4.694,0.83,5.97,5.978,6.458,22.738,21.746,2.064,1.982,60.372,1.422,1.372,2.964,9.916
383,2005,Senegal,19.4,28.04,4.39,4.72,1.25,7.62,7.64,1.96,12.06,22.28,22.79,20.97,19.38,2.16,1.94,55.61,1.91,2.46,10.45,38.25
384,2005,South Africa,23.28278,30.74722,9.948889,2.387222,0.3872222,3.813889,3.834444,0.6366667,5.132222,11.415,9.313333,21.27611,18.75833,1.585,1.531111,78.57056,NA,NA,3.268333,NA
385,2005,Tanzania,17.81,28.435,4.648333,4.796667,0.9083333,4.293333,4.498333,1.143333,5.508333,64.3,69.59167,19.03,15.57667,3.126667,2.64,11.60833,1.818333,1.841667,7.541667,30.31818
386,2005,Togo,20.242,27.92733,5.589333,3.452667,0.6233333,4.314,4.354,0.8306667,6.24,NA,NA,21.32733,18.00667,1.718,1.54,51.934,1.376,1.328,6.851333,NA
387,2005,Turkey,20.146,25.192,4.684,1.666,0.318,3.49,3.526,0.35,3.18,37.08,27.532,19.89,NA,1.578,1.476,77.814,0.594,0.574,3.018,NA
388,2005,Uganda,17.83333,27.28333,6.725,4.456667,0.89,4.336667,4.365,1.185,6.12,45.16667,45.37833,18.34167,16.04833,3.075,2.615,21.39333,2.056667,1.933333,6.665,2.118333
389,2005,Zambia,17.504,27.842,6.306,4.5,1.154,5.202,5.416,1.458,6.948,19.976,19.008,18.478,16.57,3.204,2.732,18.262,1.954,1.856,6.906,5.756
390,2005,Zimbabwe,18.55,28.59,7.61,4.22,0.78,4.34,4.43,1.05,5.67,32.63,33.83,19.75,17.91,2.48,2.25,28.69,1.89,1.93,8.02,10
391,2006,Armenia,20.278,30.92,8.928,2.7,0.372,4.184,4.232,0.396,4.82,21.136,18.234,21.344,20.28,1.786,1.694,64.908,1.28,1.394,4.738,6.064
392,2006,Bangladesh,15.06,25.71,3.85,1.993333,0.68,4.813333,4.856667,0.64,5.003333,15.73529,13.33059,17.57333,NA,2.553333,2.23,22.69667,0.7133333,0.8766667,8.13,NA
393,2006,Benin,17.23,29.46,1.34,5.83,1.41,6.31,6.49,2,8.74,19.57,20.21,19.06,16.6,3.81,3.02,19.54,2.41,2.64,10.3,NA
394,2006,Bolivia,20.202,29.136,7.498,2.342,0.644,3.996,4.092,0.88,5.232,21.602,21.5,20.774,18.428,2.638,2.35,48.03,0.988,1.082,3.106,NA
395,2006,Burkina Faso,17.19857,30.31714,1.017143,5.535714,1.245714,6.177143,6.242857,1.88,8.717143,17.14286,16.49143,18.94286,16.87857,4.058571,3.29,17.82429,2.061429,2.34,10.21429,NA
396,2006,Cambodia,19.48,29.964,3.58,3.436,0.682,4.476,4.824,0.732,5.562,NA,NA,21.312,19.786,2.49,2.162,36.818,1.782,1.546,2.946,21.964
397,2006,Cameroon,19.69857,27.58429,8.228571,4.425714,0.66,4.34,4.324286,0.9642857,6.48,20.97714,21.67571,20.33857,16.96429,1.981429,1.788571,42.88714,1.581429,1.477143,8.015714,16.92
398,2006,Colombia,19.724,29.982,8.722,2.548,0.586,4.562,4.584,0.736,5.716,21.748,22.166,21.228,18.756,1.866,1.788,57.84,1.238,0.994,4.614,NA
399,2006,Cote d'Ivoire,18.96333,28.65667,2.843333,5.456667,1.136667,5.863333,5.876667,1.966667,9.586667,34.10333,35.77333,18.4,15.49333,3.296667,2.803333,31.94333,NA,NA,NA,NA
400,2006,Egypt,21.38,21.53667,5.69,1.596667,0.4333333,4.046667,3.986667,0.4,3.046667,17.26333,10.72667,20.53333,NA,1.583333,1.503333,82.41,0.47,0.4966667,4.076667,NA
401,2006,Ethiopia,15.645,27.94,2.47,4.716667,0.8583333,4.503333,4.648333,1.028333,5.583333,48.39333,47.82,18.685,15.33833,2.956667,2.47,14.41667,2.045,2.42,9.501667,37.25833
402,2006,Gabon,20.01,27.775,8.355,4.495,0.69,4.335,4.375,1.135,7.21,22.41,26.29,19.28,16.425,2.09,1.9,60.435,2.095,1.995,7.305,NA
403,2006,Ghana,19.39,29.3,6.762,4.222,0.602,3.504,3.604,0.912,4.928,20.848,21.416,20.072,17.846,2.504,2.26,33.946,1.896,1.934,7,NA
404,2006,Guatemala,19.50313,29.10875,7.149375,2.86625,0.629375,4.64,4.6825,0.74625,5.545,16.90687,17.48375,20.79188,19.02313,2.1,1.969375,61.54313,1.06125,1.075625,2.9925,NA
405,2006,Guinea,16.18143,29.46,1.314286,5.562857,1.154286,6.057143,6.298571,1.432857,7.684286,18.62143,18.34714,18.99857,15.51143,3.328571,2.685714,17.61429,2.305714,2.45,14.11,6.770769
406,2006,Haiti,19.62,27.61,6.59,2.76,0.6,4.39,4.39,0.77,5.6,24.89,22.43,21.82,18.28,1.7,1.48,37.15,1.28,1.11,5.64,21.74
407,2006,Honduras,17.96667,28.09667,7.193333,2.82,0.58,4.373333,4.435,0.7816667,5.54,12.27667,12.63667,19.50667,17.86,2.143333,2.043333,57.505,1.035,0.9766667,4.82,5.413333
408,2006,India,15.86,29.5,4.42,2.12,0.4,3.85,3.89,0.46,4.86,17.03,17.29,18.43,15.76,1.99,1.79,39.42,0.73,0.81,6.25,12.4
409,2006,Indonesia,20.735,22.3025,6.07,1.7475,0.53,4.49,4.49,0.4725,3.56,6.5875,3.895,19.225,18.0475,1.445,1.3675,67.8075,0.7275,0.725,2.855,6.4575
410,2006,Jordan,20.713,19.934,6.39,2.275,0.769,5.178,5.143,0.621,3.55,41.5425,30.4575,18.535,NA,2.153,2.097,85.757,0.934,1.098,3.461,NA
411,2006,Kenya,20.96,27.564,10.682,2.994,0.442,3.096,3.082,0.688,4.322,12.05,12.094,21.372,19.184,1.426,1.316,58.086,1.078,1.198,5.624,16.942
412,2006,Lesotho,18.802,28.184,7.836,2.98,0.542,3.796,3.862,0.804,6.04,27.432,28.442,20.538,18.24,1.92,1.744,22.794,1.42,1.416,5.604,4.56
413,2006,Madagascar,19.56,29.38,5.985,3.8,0.76,4.48,4.545,0.88,5.43,11.83,11.97,21.195,18.675,2.53,2.31,26.335,1.635,1.715,4.335,14.895
414,2006,Malawi,17.35333,27.60667,6.706667,4.193333,1.01,4.86,4.91,1.26,6.183333,29.68333,30,18.82333,16.95,2.983333,2.583333,15.77667,1.92,1.873333,6.91,36.104
415,2006,Mali,15.58,28.4,0.68,5.81,1.27,5.34,5.51,1.68,7.05,13.16,13.29,18.64,15.26,3.78,2.94,18.28,2.24,2.8,14.35,99
416,2006,Mozambique,17.1925,28.775,2.1325,6.21375,0.96,4.145,4.37625,1.29,5.21,34.225,36.1075,19.2375,15.03625,3.57,2.85875,17.98875,2.78625,2.61625,6.36,5.8775
417,2006,Namibia,20.44,27.56,8.03,3.55,0.7,4.02,4.17,1.03,5.89,16.28,15.87,19.93,17.35,1.98,1.77,17.25,1.73,1.72,6.84,3.82
418,2006,Nepal,17.33,28.6,3.39,2.35,0.73,4.82,4.83,0.85,6.2,13.29,13.55,20.13,17.61,2.28,2.04,24.15,0.86,1.17,4.67,6.6
