,year,country_name,DM_age_marr_mean,DM_age_mean,ED_educ_years_mean,FP_desired_mean,HD_children_mean,HD_size_defacto_mean,HD_size_dejure_mean,HD_women_children_mean,HD_women_size_mean,HH_time_water_mean,HH_women_time_water_mean,RH_age_first_birth_mean,RH_age_first_sex_mean,RH_children_born_mean,RH_children_living_mean,WL_wealth_mean,FP_desired_daugh_mean,FP_desired_sons_mean,DM_age_diff_mean,HL_number_cigarettes_mean
136,1999,Bangladesh,14.74666667,25.26333333,3.153333333,2.103333333,0.76,5.01,5.22,0.716666667,5.146666667,13.82470588,12.16941176,17.21666667,NA,2.75,2.293333333,30.22,0.793333333,1.013333333,8.133333333,NA
137,1999,Benin,17.188,29.12,0.942,6.534,1.488,6.434,6.616,2.132,9.278,NA,NA,18.988,16.508,3.884,3.004,17.478,2.862,3.078,8.822,NA
138,1999,Bolivia,20.454,29.108,6.926,2.444,0.722,4.146,4.268,0.944,5.504,21.23,20.156,21.178,18.398,2.748,2.348,40.284,0.984,1.102,2.814,NA
139,1999,Colombia,19.292,29.302,7.746,2.684,0.66,4.788,4.844,0.798,5.944,21.28,20.666,21.16,19.284,1.948,1.854,50.356,1.092,0.884,4.902,NA
140,1999,Cote d'Ivoire,18.79222222,28.16277778,2.462222222,5.616111111,1.319444444,6.567222222,6.572777778,2.277777778,11.13444444,25.61388889,27.52888889,18.27166667,15.40388889,3.281111111,2.772222222,32.00555556,NA,NA,NA,NA
141,1999,Egypt,20.644,22.818,5.242,1.726,0.524,4.398,4.342,0.488,3.488,18.98,12.072,20.592,NA,1.916,1.752,81.78,0.442,0.462,4.378,NA
142,1999,Ghana,18.586,28.026,5.832,4.192,0.712,3.762,3.876,1.026,5.372,17.792,19.278,19.516,16.968,2.512,2.18,26.544,1.962,2.006,7.226,NA
143,1999,Guatemala,19.35,28.82,6.2,3.05,0.8,4.92,4.98,0.93,5.79,21.75,23.11,20.63,18.94,2.38,2.21,51.17,1.42,1.43,3.15,NA
144,1999,India,15.53,26.5,2.47,2.02,0.58,4.73,4.76,0.62,5.07,17.79,15.3,17.54,NA,2.34,2.03,35.07,0.69,0.88,5.89,NA
145,1999,Indonesia,19.74333333,20.91333333,5.31,1.673333333,0.523333333,NA,4.706666667,0.44,3.42,4.146666667,2.323333333,18.76,17.42333333,1.566666667,1.44,61.56666667,0.713333333,0.703333333,NA,NA
146,1999,Jordan,20.034,18.352,5.27,2.24,0.902,5.654,5.654,0.698,3.76,36.485,25.085,17.8,NA,2.244,2.146,80.836,0.892,1.084,3.468,NA
147,1999,Kenya,20.008,27.048,9.524,2.978,0.436,3.18,3.158,0.71,4.586,13.152,15.404,20.944,17.094,1.628,1.52,47.852,1.062,1.158,5.828,NA
148,1999,Madagascar,19.24142857,29.00428571,5.525714286,7.425714286,0.897142857,4.772857143,4.821428571,1.012857143,5.78,15.65,16.06,20.54571429,18.32142857,2.82,2.442857143,20.97142857,4.744285714,4.791428571,4.512857143,NA
149,1999,Malawi,17.19625,27.72875,5.62625,4.645,0.93875,4.62,4.69,1.19,5.89,30.65625,30.20875,18.48,NA,3.15375,2.55625,17.1525,NA,NA,NA,NA
150,1999,Mali,15.33,28.806,0.69,5.872,1.334,5.524,5.86,1.798,7.808,14.582,14.242,18.35,15.054,4.018,2.914,18.678,2.29,2.752,13.576,NA
151,1999,Morocco,19.05272727,28.95,2.252727273,3.394545455,0.831818182,5.434545455,5.550909091,1.020909091,7.107272727,NA,NA,21.29,NA,2.193636364,1.914545455,56.40727273,NA,NA,NA,NA
152,1999,Mozambique,16.33,29.33,1.526666667,6.716666667,0.886666667,3.92,4.196666667,1.123333333,4.866666667,20.36,20.45666667,18.82,15.39,3.553333333,2.71,20.8,3.226666667,3.01,6.65,NA
153,1999,Nepal,17.078,24.456,1.3,2.118,0.89,5.142,5.292,0.85,5.024,17.078,13.168,19.27,16.542,2.526,2.174,24.818,0.772,1.176,3.802,NA
154,1999,Nicaragua,17.21,28.14333333,5.16,2.9,0.99,5.453333333,5.546666667,1.243333333,6.803333333,NA,NA,19.09333333,17.64,2.796666667,2.506666667,31.29666667,1.053333333,1.04,5.333333333,NA
155,1999,Niger,15.12625,28.3475,0.685,8.245,1.30625,5.34125,5.47375,1.63625,6.9075,37.87625,36.91125,17.83375,14.92,3.88625,2.69625,8.06375,1.73,2.20875,12.02125,NA
156,1999,Pakistan,18.622,22.196,1.659333333,2.682666667,1.081333333,6.559333333,6.702,0.978,5.596666667,31.72933333,24.16733333,19.408,NA,2.705333333,2.355333333,46.834,NA,NA,NA,NA
157,1999,Peru,18.5275,29.38,6.315,2.6,0.7325,4.62,4.6475,0.9475,5.8525,14.14,13.685,19.7025,17.4875,2.985,2.695,29.2425,0.9675,0.98,4.5925,NA
158,1999,Senegal,18.86,28.1825,4.06,4.6525,1.4375,8.205,8.2625,2.1325,12.4875,16.8425,17.3225,20.3925,18.48,2.535,2.2625,49.4525,NA,NA,NA,NA
159,1999,South Africa,22.52611111,30.30388889,9.435555556,2.423888889,0.423888889,4.050555556,4.087777778,0.716666667,5.558888889,13.365,9.893333333,21.15944444,18.82833333,1.615,1.564444444,77.80722222,NA,NA,2.918333333,NA
160,1999,Tanzania,17.6,28.19,4.24,5.03,0.74,4.2,4.37,0.94,5.52,77.24,79.58,18.16,15.92,3.17,2.34,12.29,1.88375,2.01375,8.5225,NA
161,1999,Togo,19.846,27.65533333,4.741333333,3.484666667,0.603333333,4.662,4.702,0.778666667,6.78,NA,NA,20.75533333,17.66666667,1.754,1.54,51.922,1.388,1.364,6.687333333,NA
162,1999,Uganda,17.448,26.804,5.986,4.458,0.952,4.368,4.456,1.284,6.228,39.264,39.126,18.156,16.06,3.122,2.65,17.736,1.974,1.818,NA,NA
163,1999,Vietnam,19.674,24.024,4.834,1.624,0.582,4.844,4.912,0.508,3.882,11.19,7.568,20.658,NA,2.106,1.956,30.712,0.604,0.664,1.758,NA
164,1999,Zambia,17.455,27.56,6.25,4.825,1.045,5.265,5.455,1.44,7.295,19.935,19.04,18.45,16.12,3.135,2.61,19.38,2.255,2.145,7.835,NA
165,1999,Zimbabwe,18.14,27.77,6.98,4.65,0.71,4.12,4.27,0.98,5.6,26.14,28.66,19.56,17.86,2.71,2.39,21.99,2.1,2.17,9.35,NA
166,2000,Armenia,19.99,30.71,10.85,2.82,0.51,4.65,5.02,0.67,5.98,19.77,18.9,21.66,20.49,1.95,1.83,55.01,1.29,1.4,4.6,NA
167,2000,Bangladesh,14.9,25.63,3.2,2.12,0.74,4.97,5.16,0.7,5.11,14.09764706,12.33529412,17.28,NA,2.76,2.3,29.88,0.74,0.94,8.16,NA
168,2000,Benin,17.224,29.11,0.956,6.412,1.394,6.082,6.278,1.976,8.654,NA,NA,19.064,16.584,3.902,3.052,16.784,2.806,3.024,8.526,NA
169,2000,Bolivia,20.358,29.076,6.952,2.408,0.734,4.182,4.296,0.958,5.508,21.11,20.252,21.056,18.356,2.746,2.356,40.608,0.988,1.094,2.848,NA
170,2000,Cambodia,18.98,29.46,2.63,3.64,0.8,5.14,5.24,0.86,5.88,11.46,11.03,21.45,19.08,2.73,2.4,27.98,1.84,1.76,3.54,10.35
171,2000,Colombia,19.32,29.43,7.96,2.64,0.63,4.7,4.76,0.77,5.85,22.25,21.13,21.2,19.31,1.91,1.82,52.03,1.05,0.84,4.85,NA
172,2000,Cote d'Ivoire,18.81666667,28.23333333,2.516666667,5.593333333,1.293333333,6.466666667,6.473333333,2.233333333,10.91333333,26.82666667,28.70666667,18.29,15.41666667,3.283333333,2.776666667,31.99666667,NA,NA,NA,NA
173,2000,Egypt,20.71,22.71,5.33,1.73,0.52,4.36,4.31,0.49,3.44,17.28,10.76,20.63,NA,1.87,1.72,80.1,0.47,0.49,4.32,NA
174,2000,Ethiopia,15.34,28.54,1.09,5.4,0.86,4.25,4.4,1.05,5.55,55.02,54.77,18.9,15.08,3.16,2.45,11.73,2.18,2.73,10.25,NA
175,2000,Gabon,19.11,27.31,7.76,4.61,0.76,4.82,4.91,1.26,8.31,13.13,14.24,18.76,16.16,2.26,2.01,57.85,2.17,2.09,7.31,NA
176,2000,Ghana,18.682,28.232,5.934,4.204,0.704,3.714,3.832,1.002,5.324,19.384,20.606,19.502,17.036,2.534,2.2,27.478,1.884,1.952,7.222,NA
177,2000,Guatemala,19.371875,28.86125,6.335625,3.02375,0.775625,4.88,4.9375,0.90375,5.755,21.058125,22.30625,20.653125,18.951875,2.34,2.175625,52.651875,1.36875,1.379375,3.1275,NA
178,2000,Haiti,20.22,27.82,5.63,2.75,0.71,4.47,4.51,0.85,5.86,22.2,18.73,22.01,18.46,1.91,1.6,43.22,1.32,1.15,5.83,10.4
179,2000,India,15.57714286,26.92857143,2.748571429,2.034285714,0.554285714,4.604285714,4.635714286,0.597142857,5.04,17.68142857,15.58428571,17.66714286,NA,2.29,1.995714286,35.69142857,0.695714286,0.87,5.941428571,NA
180,2000,Indonesia,19.83,21.27,5.425,1.675,0.525,NA,4.69,0.45,3.47,4.68,2.45,18.91,17.57,1.555,1.435,61.91,0.715,0.705,NA,NA
181,2000,Jordan,20.131,18.578,5.43,2.245,0.883,5.586,5.581,0.687,3.73,37.2075,25.8525,17.905,NA,2.231,2.139,81.539,0.898,1.086,3.467,NA
182,2000,Kenya,20.096,27.126,9.608,3.036,0.442,3.21,3.196,0.7,4.592,12.404,13.888,20.958,17.468,1.606,1.49,49.824,1.024,1.126,5.876,NA
183,2000,Madagascar,19.37714286,29.08142857,5.698571429,6.708571429,0.865714286,4.694285714,4.737142857,0.984285714,5.69,14.99,15.29,20.72857143,18.41714286,2.74,2.394285714,22.21714286,4.131428571,4.187142857,4.504285714,NA
184,2000,Malawi,17.19,27.78,5.76,4.58,0.94,4.62,4.69,1.19,5.85,30.31,29.66,18.46,16.63,3.14,2.56,17.83,2.06,1.97,7.46,2.51
185,2000,Mali,15.32,28.758,0.69,5.806,1.292,5.342,5.62,1.784,7.584,14.596,14.246,18.34,15.052,4.034,2.942,21.444,2.22,2.656,13.538,NA
186,2000,Morocco,19.06454545,29.04,2.414545455,3.320909091,0.796363636,5.410909091,5.518181818,0.968181818,7.045454545,NA,NA,21.3,NA,2.142727273,1.880909091,58.08545455,NA,NA,NA,NA
187,2000,Mozambique,16.435,29.33,1.56,6.68,0.905,3.965,4.25,1.165,4.96,21.4,21.795,18.96,15.445,3.61,2.75,20.265,3.11,2.89,6.51,NA
188,2000,Namibia,20.86,27.37,7.26,4.07,0.7,4.23,4.34,1,5.21,23.09,23.45,19.77,16.93,2.11,2.03,11.98,1.93,1.91,7.16,NA
189,2000,Nepal,17.164,24.488,1.38,2.074,0.88,5.096,5.256,0.84,4.942,16.784,13.064,19.31,16.576,2.508,2.172,24.804,0.756,1.128,3.736,NA
190,2000,Nicaragua,17.4,28.46666667,5.27,2.88,0.93,5.386666667,5.483333333,1.176666667,6.676666667,NA,NA,19.30666667,17.8,2.793333333,2.513333333,31.60333333,1.066666667,1.05,5.166666667,NA
191,2000,Niger,15.1425,28.325,0.69,8.36,1.3225,5.4125,5.5375,1.6825,7.035,40.5625,39.5725,17.9475,14.97571429,3.8625,2.7225,8.1475,1.82,2.3275,12.0225,NA
192,2000,Pakistan,18.656,22.088,1.708,2.648,1.074,6.598,6.716,0.964,5.57,31.528,23.962,19.414,NA,2.676,2.336,47.452,NA,NA,NA,NA
193,2000,Peru,18.53,29.51,6.57,2.6,0.69,4.55,4.58,0.9,5.78,14.49,14.47,19.68,17.4,2.92,2.64,30.04,0.97,1,4.41,NA
194,2000,Senegal,18.95,28.15875,4.115,4.66375,1.40625,8.1075,8.15875,2.10375,12.41625,17.74875,18.23375,20.48875,18.63,2.4725,2.20875,50.47875,NA,NA,NA,NA
195,2000,South Africa,22.65222222,30.37777778,9.521111111,2.417777778,0.417777778,4.011111111,4.045555556,0.703333333,5.487777778,13.04,9.796666667,21.17888889,18.81666667,1.61,1.558888889,77.93444444,NA,NA,2.976666667,NA
196,2000,Tanzania,17.648,28.178,4.318,4.96,0.768,4.212,4.392,0.97,5.5,74.494,77.612,18.324,15.8,3.144,2.384,12.23,1.845,1.955,8.36,NA
197,2000,Togo,19.912,27.70066667,4.882666667,3.479333333,0.606666667,4.604,4.644,0.787333333,6.69,NA,NA,20.85066667,17.72333333,1.748,1.54,51.924,1.386,1.358,6.714666667,NA
198,2000,Uganda,17.5,26.8,6.15,4.39,0.94,4.37,4.49,1.26,6.27,40.45,40.52,18.2,16.19,3.1,2.64,18.81,1.89,1.75,6.94,2.06
199,2000,Vietnam,19.636,24.256,4.786,1.646,0.538,4.756,4.838,0.472,3.828,10.91,7.582,20.582,NA,2.084,1.934,32.568,0.616,0.676,1.752,NA
200,2000,Zambia,17.42333333,27.59,6.216666667,4.706666667,1.093333333,5.35,5.56,1.49,7.423333333,19.13666667,18.53333333,18.40333333,16.17,3.17,2.626666667,19.10333333,2.186666667,2.066666667,7.753333333,NA
201,2000,Zimbabwe,18.20833333,27.90666667,7.085,4.578333333,0.721666667,4.156666667,4.296666667,0.991666667,5.611666667,27.22166667,29.52166667,19.59166667,17.86833333,2.671666667,2.366666667,23.10666667,2.065,2.13,9.128333333,NA
202,2001,Armenia,20.048,30.732,10.37,2.8,0.488,4.582,4.89,0.618,5.762,20.628,19.256,21.59,20.44,1.93,1.812,56.966,1.288,1.408,4.612,NA
203,2001,Bangladesh,14.91,25.62,3.2775,2.095,0.74,5.0175,5.1675,0.695,5.17,14.37058824,12.50117647,17.345,NA,2.745,2.3025,29.9025,0.735,0.9325,8.1375,NA
204,2001,Benin,17.26,29.1,0.97,6.29,1.3,5.73,5.94,1.82,8.03,17.72,16.65,19.14,16.66,3.92,3.1,16.09,2.75,2.97,8.23,NA
205,2001,Bolivia,20.262,29.044,6.978,2.372,0.746,4.218,4.324,0.972,5.512,20.99,20.348,20.934,18.314,2.744,2.364,40.932,0.992,1.086,2.882,NA
206,2001,Cambodia,19.102,29.554,2.778,3.606,0.78,5.016,5.16,0.838,5.818,NA,NA,21.42,19.232,2.698,2.366,29.366,1.828,1.72,3.416,13.204
207,2001,Colombia,19.404,29.524,8.098,2.618,0.624,4.682,4.736,0.766,5.84,22.044,21.262,21.21,19.21,1.9,1.812,53.174,1.084,0.868,4.8,NA
208,2001,Cote d'Ivoire,18.84111111,28.30388889,2.571111111,5.570555556,1.267222222,6.366111111,6.373888889,2.188888889,10.69222222,28.03944444,29.88444444,18.30833333,15.42944444,3.285555556,2.781111111,31.98777778,NA,NA,NA,NA
209,2001,Egypt,20.76666667,22.32333333,5.32,1.683333333,0.496666667,4.3,4.243333333,0.47,3.35,16.35666667,10.41,20.47,NA,1.806666667,1.673333333,80.86666667,0.47,0.486666667,4.36,NA
210,2001,Ethiopia,15.372,28.428,1.338,5.26,0.862,4.308,4.458,1.048,5.552,53.6,53.264,18.856,15.122,3.126,2.458,12.276,2.158,2.674,10.138,NA
211,2001,Gabon,19.26,27.3875,7.859166667,4.590833333,0.748333333,4.739166667,4.820833333,1.239166667,8.126666667,14.67666667,16.24833333,18.84666667,16.20416667,2.231666667,1.991666667,58.28083333,2.1575,2.074166667,7.309166667,NA
212,2001,Ghana,18.778,28.438,6.036,4.216,0.696,3.666,3.788,0.978,5.276,20.976,21.934,19.488,17.104,2.556,2.22,28.412,1.806,1.898,7.218,NA
213,2001,Guatemala,19.39375,28.9025,6.47125,2.9975,0.75125,4.84,4.895,0.8775,5.72,20.36625,21.5025,20.67625,18.96375,2.3,2.14125,54.13375,1.3175,1.32875,3.105,NA
214,2001,Haiti,20.12,27.785,5.79,2.751666667,0.691666667,4.456666667,4.49,0.836666667,5.816666667,22.64833333,19.34666667,21.97833333,18.43,1.875,1.58,42.20833333,1.313333333,1.143333333,5.798333333,12.29
215,2001,India,15.62428571,27.35714286,3.027142857,2.048571429,0.528571429,4.478571429,4.511428571,0.574285714,5.01,17.57285714,15.86857143,17.79428571,NA,2.24,1.961428571,36.31285714,0.701428571,0.86,5.992857143,NA
216,2001,Indonesia,19.91666667,21.62666667,5.54,1.676666667,0.526666667,NA,4.673333333,0.46,3.52,5.213333333,2.576666667,19.06,17.71666667,1.543333333,1.43,62.25333333,0.716666667,0.706666667,NA,NA
217,2001,Jordan,20.228,18.804,5.59,2.25,0.864,5.518,5.508,0.676,3.7,37.93,26.62,18.01,NA,2.218,2.132,82.242,0.904,1.088,3.466,NA
218,2001,Kenya,20.184,27.204,9.692,3.094,0.448,3.24,3.234,0.69,4.598,11.656,12.372,20.972,17.842,1.584,1.46,51.796,0.986,1.094,5.924,NA
219,2001,Madagascar,19.51285714,29.15857143,5.871428571,5.991428571,0.834285714,4.615714286,4.652857143,0.955714286,5.6,14.33,14.52,20.91142857,18.51285714,2.66,2.345714286,23.46285714,3.518571429,3.582857143,4.495714286,NA
220,2001,Malawi,17.2225,27.69,5.9575,4.495,0.955,4.665,4.735,1.21,5.9375,30.3275,30,18.565,16.7575,3.0875,2.555,17.3575,2.035,1.9575,7.3675,8.109
221,2001,Mali,15.31,28.71,0.69,5.74,1.25,5.16,5.38,1.77,7.36,14.61,14.25,18.33,15.05,4.05,2.97,24.21,2.15,2.56,13.5,NA
222,2001,Morocco,19.07636364,29.13,2.576363636,3.247272727,0.760909091,5.387272727,5.485454545,0.915454545,6.983636364,NA,NA,21.31,NA,2.091818182,1.847272727,59.76363636,NA,NA,NA,NA
223,2001,Mozambique,16.54,29.33,1.593333333,6.643333333,0.923333333,4.01,4.303333333,1.206666667,5.053333333,22.44,23.13333333,19.1,15.5,3.666666667,2.79,19.73,2.993333333,2.77,6.37,NA
224,2001,Namibia,20.79,27.40166667,7.388333333,3.983333333,0.7,4.195,4.311666667,1.005,5.323333333,21.955,22.18666667,19.79666667,17,2.088333333,1.986666667,12.85833333,1.896666667,1.878333333,7.106666667,NA
225,2001,Nepal,17.25,24.52,1.46,2.03,0.87,5.05,5.22,0.83,4.86,16.49,12.96,19.35,16.61,2.49,2.17,24.79,0.74,1.08,3.67,6.55
226,2001,Nicaragua,17.59,28.79,5.38,2.86,0.87,5.32,5.42,1.11,6.55,26.97,26.87,19.52,17.96,2.79,2.52,31.91,1.08,1.06,5,3.06
227,2001,Niger,15.15875,28.3025,0.695,8.475,1.33875,5.48375,5.60125,1.72875,7.1625,43.24875,42.23375,18.06125,15.03142857,3.83875,2.74875,8.23125,1.91,2.44625,12.02375,NA
228,2001,Pakistan,18.69,21.98,1.756666667,2.613333333,1.066666667,6.636666667,6.73,0.95,5.543333333,31.32666667,23.75666667,19.42,NA,2.646666667,2.316666667,48.07,NA,NA,NA,NA
229,2001,Peru,18.585,29.6475,6.7525,2.5975,0.65,4.3875,4.435,0.855,5.6675,14.18,14.2475,19.765,17.43,2.8225,2.5625,31.32,0.9375,0.9575,4.59,NA
230,2001,Senegal,19.04,28.135,4.17,4.675,1.375,8.01,8.055,2.075,12.345,18.655,19.145,20.585,18.78,2.41,2.155,51.505,NA,NA,NA,NA
231,2001,South Africa,22.77833333,30.45166667,9.606666667,2.411666667,0.411666667,3.971666667,4.003333333,0.69,5.416666667,12.715,9.7,21.19833333,18.805,1.605,1.553333333,78.06166667,NA,NA,3.035,NA
232,2001,Tanzania,17.696,28.166,4.396,4.89,0.796,4.224,4.414,1,5.48,71.748,75.644,18.488,15.68,3.118,2.428,12.17,1.80625,1.89625,8.1975,NA
233,2001,Togo,19.978,27.746,5.024,3.474,0.61,4.546,4.586,0.796,6.6,NA,NA,20.946,17.78,1.742,1.54,51.926,1.384,1.352,6.742,NA
234,2001,Uganda,17.56666667,26.89666667,6.265,4.403333333,0.93,4.363333333,4.465,1.245,6.24,41.39333333,41.49166667,18.22833333,16.16166667,3.095,2.635,19.32666667,1.923333333,1.786666667,6.885,2.071666667
235,2001,Vietnam,19.598,24.488,4.738,1.668,0.494,4.668,4.764,0.436,3.774,10.63,7.596,20.506,NA,2.062,1.912,34.424,0.628,0.688,1.746,NA
236,2001,Zambia,17.39166667,27.62,6.183333333,4.588333333,1.141666667,5.435,5.665,1.54,7.551666667,18.33833333,18.02666667,18.35666667,16.22,3.205,2.643333333,18.82666667,2.118333333,1.988333333,7.671666667,NA
237,2001,Zimbabwe,18.27666667,28.04333333,7.19,4.506666667,0.733333333,4.193333333,4.323333333,1.003333333,5.623333333,28.30333333,30.38333333,19.62333333,17.87666667,2.633333333,2.343333333,24.22333333,2.03,2.09,8.906666667,NA
238,2002,Armenia,20.106,30.754,9.89,2.78,0.466,4.514,4.76,0.566,5.544,21.486,19.612,21.52,20.39,1.91,1.794,58.922,1.286,1.416,4.624,NA
239,2002,Bangladesh,14.92,25.61,3.355,2.07,0.74,5.065,5.175,0.69,5.23,14.64352941,12.66705882,17.41,NA,2.73,2.305,29.925,0.73,0.925,8.115,NA
240,2002,Benin,17.254,29.172,1.044,6.198,1.322,5.846,6.05,1.856,8.172,18.09,17.362,19.124,16.648,3.898,3.084,16.78,2.682,2.904,8.644,NA
241,2002,Bolivia,20.166,29.012,7.004,2.336,0.758,4.254,4.352,0.986,5.516,20.87,20.444,20.812,18.272,2.742,2.372,41.256,0.996,1.078,2.916,NA
242,2002,Cambodia,19.224,29.648,2.926,3.572,0.76,4.892,5.08,0.816,5.756,NA,NA,21.39,19.384,2.666,2.332,30.752,1.816,1.68,3.292,16.058
243,2002,Colombia,19.488,29.618,8.236,2.596,0.618,4.664,4.712,0.762,5.83,21.838,21.394,21.22,19.11,1.89,1.804,54.318,1.118,0.896,4.75,NA
244,2002,Cote d'Ivoire,18.86555556,28.37444444,2.625555556,5.547777778,1.241111111,6.265555556,6.274444444,2.144444444,10.47111111,29.25222222,31.06222222,18.32666667,15.44222222,3.287777778,2.785555556,31.97888889,NA,NA,NA,NA
245,2002,Egypt,20.82333333,21.93666667,5.31,1.636666667,0.473333333,4.24,4.176666667,0.45,3.26,15.43333333,10.06,20.31,NA,1.743333333,1.626666667,81.63333333,0.47,0.483333333,4.4,NA
246,2002,Ethiopia,15.404,28.316,1.586,5.12,0.864,4.366,4.516,1.046,5.554,52.18,51.758,18.812,15.164,3.092,2.466,12.822,2.136,2.618,10.026,NA
247,2002,Gabon,19.41,27.465,7.958333333,4.571666667,0.736666667,4.658333333,4.731666667,1.218333333,7.943333333,16.22333333,18.25666667,18.93333333,16.24833333,2.203333333,1.973333333,58.71166667,2.145,2.058333333,7.308333333,NA
248,2002,Ghana,18.874,28.644,6.138,4.228,0.688,3.618,3.744,0.954,5.228,22.568,23.262,19.474,17.172,2.578,2.24,29.346,1.728,1.844,7.214,NA
249,2002,Guatemala,19.415625,28.94375,6.606875,2.97125,0.726875,4.8,4.8525,0.85125,5.685,19.674375,20.69875,20.699375,18.975625,2.26,2.106875,55.615625,1.26625,1.278125,3.0825,NA
250,2002,Haiti,20.02,27.75,5.95,2.753333333,0.673333333,4.443333333,4.47,0.823333333,5.773333333,23.09666667,19.96333333,21.94666667,18.4,1.84,1.56,41.19666667,1.306666667,1.136666667,5.766666667,14.18
251,2002,India,15.67142857,27.78571429,3.305714286,2.062857143,0.502857143,4.352857143,4.387142857,0.551428571,4.98,17.46428571,16.15285714,17.92142857,NA,2.19,1.927142857,36.93428571,0.707142857,0.85,6.044285714,NA
252,2002,Indonesia,20.00333333,21.98333333,5.655,1.678333333,0.528333333,NA,4.656666667,0.47,3.57,5.746666667,2.703333333,19.21,17.86333333,1.531666667,1.425,62.59666667,0.718333333,0.708333333,NA,NA
253,2002,Jordan,20.325,19.03,5.75,2.255,0.845,5.45,5.435,0.665,3.67,38.6525,27.3875,18.115,NA,2.205,2.125,82.945,0.91,1.09,3.465,NA
254,2002,Kenya,20.272,27.282,9.776,3.152,0.454,3.27,3.272,0.68,4.604,10.908,10.856,20.986,18.216,1.562,1.43,53.768,0.948,1.062,5.972,NA
255,2002,Madagascar,19.64857143,29.23571429,6.044285714,5.274285714,0.802857143,4.537142857,4.568571429,0.927142857,5.51,13.67,13.75,21.09428571,18.60857143,2.58,2.297142857,24.70857143,2.905714286,2.978571429,4.487142857,NA
256,2002,Malawi,17.255,27.6,6.155,4.41,0.97,4.71,4.78,1.23,6.025,30.345,30.34,18.67,16.885,3.035,2.55,16.885,2.01,1.945,7.275,13.708
257,2002,Mali,15.364,28.648,0.688,5.754,1.254,5.196,5.406,1.752,7.298,14.32,14.058,18.392,15.092,3.996,2.964,23.024,2.168,2.608,13.67,NA
258,2002,Morocco,19.08818182,29.22,2.738181818,3.173636364,0.725454545,5.363636364,5.452727273,0.862727273,6.921818182,NA,NA,21.32,NA,2.040909091,1.813636364,61.44181818,NA,NA,NA,NA
259,2002,Mozambique,16.645,29.33,1.626666667,6.606666667,0.941666667,4.055,4.356666667,1.248333333,5.146666667,23.48,24.47166667,19.24,15.555,3.723333333,2.83,19.195,2.876666667,2.65,6.23,NA
260,2002,Namibia,20.72,27.43333333,7.516666667,3.896666667,0.7,4.16,4.283333333,1.01,5.436666667,20.82,20.92333333,19.82333333,17.07,2.066666667,1.943333333,13.73666667,1.863333333,1.846666667,7.053333333,NA
261,2002,Nepal,17.266,25.336,1.846,2.094,0.842,5.004,5.142,0.834,5.128,15.85,13.078,19.506,16.81,2.448,2.144,24.662,0.764,1.098,3.87,6.56
262,2002,Niger,15.175,28.28,0.7,8.59,1.355,5.555,5.665,1.775,7.29,45.935,44.895,18.175,15.08714286,3.815,2.775,8.315,2,2.565,12.025,NA
263,2002,Pakistan,18.724,21.872,1.805333333,2.578666667,1.059333333,6.675333333,6.744,0.936,5.516666667,31.12533333,23.55133333,19.426,NA,2.617333333,2.297333333,48.688,NA,NA,NA,NA
264,2002,Peru,18.64,29.785,6.935,2.595,0.61,4.225,4.29,0.81,5.555,13.87,14.025,19.85,17.46,2.725,2.485,32.6,0.905,0.915,4.77,NA
265,2002,Senegal,19.13,28.11125,4.225,4.68625,1.34375,7.9125,7.95125,2.04625,12.27375,19.56125,20.05625,20.68125,18.93,2.3475,2.10125,52.53125,NA,NA,NA,NA
266,2002,South Africa,22.90444444,30.52555556,9.692222222,2.405555556,0.405555556,3.932222222,3.961111111,0.676666667,5.345555556,12.39,9.603333333,21.21777778,18.79333333,1.6,1.547777778,78.18888889,NA,NA,3.093333333,NA
267,2002,Tanzania,17.744,28.154,4.474,4.82,0.824,4.236,4.436,1.03,5.46,69.002,73.676,18.652,15.56,3.092,2.472,12.11,1.7675,1.8375,8.035,NA
268,2002,Togo,20.044,27.79133333,5.165333333,3.468666667,0.613333333,4.488,4.528,0.804666667,6.51,NA,NA,21.04133333,17.83666667,1.736,1.54,51.928,1.382,1.346,6.769333333,NA
269,2002,Uganda,17.63333333,26.99333333,6.38,4.416666667,0.92,4.356666667,4.44,1.23,6.21,42.33666667,42.46333333,18.25666667,16.13333333,3.09,2.63,19.84333333,1.956666667,1.823333333,6.83,2.083333333
270,2002,Vietnam,19.56,24.72,4.69,1.69,0.45,4.58,4.69,0.4,3.72,10.35,7.61,20.43,NA,2.04,1.89,36.28,0.64,0.7,1.74,NA
271,2002,Zambia,17.36,27.65,6.15,4.47,1.19,5.52,5.77,1.59,7.68,17.54,17.52,18.31,16.27,3.24,2.66,18.55,2.05,1.91,7.59,2
272,2002,Zimbabwe,18.345,28.18,7.295,4.435,0.745,4.23,4.35,1.015,5.635,29.385,31.245,19.655,17.885,2.595,2.32,25.34,1.995,2.05,8.685,NA
273,2003,Armenia,20.164,30.776,9.41,2.76,0.444,4.446,4.63,0.514,5.326,22.344,19.968,21.45,20.34,1.89,1.776,60.878,1.284,1.424,4.636,NA
274,2003,Bangladesh,14.93,25.6,3.4325,2.045,0.74,5.1125,5.1825,0.685,5.29,14.91647059,12.83294118,17.475,NA,2.715,2.3075,29.9475,0.725,0.9175,8.0925,NA
